Model_Name,Country,Sales_Month,Sales_Year,Units_Sold
iPhone 1,India,07,2009,46
iPhone 1,UK,07,2009,33
iPhone 1,Germany,07,2009,26
iPhone 1,USA,08,2009,66
iPhone 1,China,08,2009,85
iPhone 1,India,08,2009,46
iPhone 1,UK,08,2009,33
iPhone 1,Germany,08,2009,26
iPhone 1,USA,09,2009,73
iPhone 1,China,09,2009,94
iPhone 1,India,09,2009,51
iPhone 1,UK,09,2009,36
iPhone 1,Germany,09,2009,29
iPhone 1,USA,10,2009,87
iPhone 1,China,10,2009,113
iPhone 1,India,10,2009,60
iPhone 1,UK,10,2009,43
iPhone 1,Germany,10,2009,34
iPhone 1,USA,11,2009,90
iPhone 1,China,11,2009,117
iPhone 1,India,11,2009,62
iPhone 1,UK,11,2009,45
iPhone 1,Germany,11,2009,36
iPhone 1,USA,12,2009,89
iPhone 1,China,12,2009,115
iPhone 1,India,12,2009,62
iPhone 1,UK,12,2009,44
iPhone 1,Germany,12,2009,35
iPhone 1,USA,01,2010,59
iPhone 1,China,01,2010,76
iPhone 1,India,01,2010,41
iPhone 1,UK,01,2010,29
iPhone 1,Germany,01,2010,23
iPhone 1,USA,02,2010,55
iPhone 1,China,02,2010,71
iPhone 1,India,02,2010,38
iPhone 1,UK,02,2010,27
iPhone 1,Germany,02,2010,22
iPhone 1,USA,03,2010,54
iPhone 1,China,03,2010,70
iPhone 1,India,03,2010,37
iPhone 1,UK,03,2010,27
iPhone 1,Germany,03,2010,21
iPhone 1,USA,04,2010,51
iPhone 1,China,04,2010,66
iPhone 1,India,04,2010,35
iPhone 1,UK,04,2010,25
iPhone 1,Germany,04,2010,20
iPhone 1,USA,05,2010,58
iPhone 1,China,05,2010,75
iPhone 1,India,05,2010,40
iPhone 1,UK,05,2010,29
iPhone 1,Germany,05,2010,23
iPhone 1,USA,06,2010,56
iPhone 1,China,06,2010,72
iPhone 1,India,06,2010,39
iPhone 1,UK,06,2010,28
iPhone 1,Germany,06,2010,22
iPhone 1,USA,07,2010,54
iPhone 1,China,07,2010,70
iPhone 1,India,07,2010,37
iPhone 1,UK,07,2010,27
iPhone 1,Germany,07,2010,21
iPhone 1,USA,08,2010,58
iPhone 1,China,08,2010,75
iPhone 1,India,08,2010,40
iPhone 1,UK,08,2010,29
iPhone 1,Germany,08,2010,23
iPhone 1,USA,09,2010,55
iPhone 1,China,09,2010,71
iPhone 1,India,09,2010,38
iPhone 1,UK,09,2010,27
iPhone 1,Germany,09,2010,22
iPhone 1,USA,10,2010,71
iPhone 1,China,10,2010,92
iPhone 1,India,10,2010,49
iPhone 1,UK,10,2010,35
iPhone 1,Germany,10,2010,28
iPhone 1,USA,11,2010,66
iPhone 1,China,11,2010,85
iPhone 1,India,11,2010,46
iPhone 1,UK,11,2010,33
iPhone 1,Germany,11,2010,26
iPhone 1,USA,12,2010,69
iPhone 1,China,12,2010,89
iPhone 1,India,12,2010,48
iPhone 1,UK,12,2010,34
iPhone 1,Germany,12,2010,27
iPhone 1,USA,01,2011,38
iPhone 1,China,01,2011,49
iPhone 1,India,01,2011,26
iPhone 1,UK,01,2011,19
iPhone 1,Germany,01,2011,15
iPhone 1,USA,02,2011,42
iPhone 1,China,02,2011,54
iPhone 1,India,02,2011,29
iPhone 1,UK,02,2011,21
iPhone 1,Germany,02,2011,16
iPhone 1,USA,03,2011,40
iPhone 1,China,03,2011,52
iPhone 1,India,03,2011,28
iPhone 1,UK,03,2011,20
iPhone 1,Germany,03,2011,16
iPhone 1,USA,04,2011,35
iPhone 1,China,04,2011,45
iPhone 1,India,04,2011,24
iPhone 1,UK,04,2011,17
iPhone 1,Germany,04,2011,14
iPhone 1,USA,05,2011,41
iPhone 1,China,05,2011,53
iPhone 1,India,05,2011,28
iPhone 1,UK,05,2011,20
iPhone 1,Germany,05,2011,16
iPhone 1,USA,06,2011,44
iPhone 1,China,06,2011,57
iPhone 1,India,06,2011,30
iPhone 1,UK,06,2011,22
iPhone 1,Germany,06,2011,17
iPhone 1,USA,07,2011,35
iPhone 1,China,07,2011,45
iPhone 1,India,07,2011,24
iPhone 1,UK,07,2011,17
iPhone 1,Germany,07,2011,14
iPhone 1,USA,08,2011,37
iPhone 1,China,08,2011,48
iPhone 1,India,08,2011,25
iPhone 1,UK,08,2011,18
iPhone 1,Germany,08,2011,14
iPhone 1,USA,09,2011,37
iPhone 1,China,09,2011,48
iPhone 1,India,09,2011,25
iPhone 1,UK,09,2011,18
iPhone 1,Germany,09,2011,14
iPhone 1,USA,10,2011,48
iPhone 1,China,10,2011,62
iPhone 1,India,10,2011,33
iPhone 1,UK,10,2011,24
iPhone 1,Germany,10,2011,19
iPhone 1,USA,11,2011,50
iPhone 1,China,11,2011,65
iPhone 1,India,11,2011,35
iPhone 1,UK,11,2011,25
iPhone 1,Germany,11,2011,20
iPhone 1,USA,12,2011,53
iPhone 1,China,12,2011,68
iPhone 1,India,12,2011,37
iPhone 1,UK,12,2011,26
iPhone 1,Germany,12,2011,21
iPhone 1,USA,01,2012,25
iPhone 1,China,01,2012,32
iPhone 1,India,01,2012,17
iPhone 1,UK,01,2012,12
iPhone 1,Germany,01,2012,10
iPhone 1,USA,02,2012,29
iPhone 1,China,02,2012,37
iPhone 1,India,02,2012,20
iPhone 1,UK,02,2012,14
iPhone 1,Germany,02,2012,11
iPhone 1,USA,03,2012,23
iPhone 1,China,03,2012,29
iPhone 1,India,03,2012,16
iPhone 1,UK,03,2012,11
iPhone 1,Germany,03,2012,9
iPhone 1,USA,04,2012,24
iPhone 1,China,04,2012,31
iPhone 1,India,04,2012,16
iPhone 1,UK,04,2012,12
iPhone 1,Germany,04,2012,9
iPhone 1,USA,05,2012,21
iPhone 1,China,05,2012,27
iPhone 1,India,05,2012,14
iPhone 1,UK,05,2012,10
iPhone 1,Germany,05,2012,8
iPhone 1,USA,06,2012,28
iPhone 1,China,06,2012,36
iPhone 1,India,06,2012,19
iPhone 1,UK,06,2012,14
iPhone 1,Germany,06,2012,11
iPhone 1,USA,07,2012,20
iPhone 1,China,07,2012,26
iPhone 1,India,07,2012,14
iPhone 1,UK,07,2012,10
iPhone 1,Germany,07,2012,8
iPhone 1,USA,08,2012,22
iPhone 1,China,08,2012,28
iPhone 1,India,08,2012,15
iPhone 1,UK,08,2012,11
iPhone 1,Germany,08,2012,8
iPhone 1,USA,09,2012,26
iPhone 1,China,09,2012,33
iPhone 1,India,09,2012,18
iPhone 1,UK,09,2012,13
iPhone 1,Germany,09,2012,10
iPhone 1,USA,10,2012,27
iPhone 1,China,10,2012,35
iPhone 1,India,10,2012,18
iPhone 1,UK,10,2012,13
iPhone 1,Germany,10,2012,10
iPhone 1,USA,11,2012,29
iPhone 1,China,11,2012,37
iPhone 1,India,11,2012,20
iPhone 1,UK,11,2012,14
iPhone 1,Germany,11,2012,11
iPhone 1,USA,12,2012,35
iPhone 1,China,12,2012,45
iPhone 1,India,12,2012,24
iPhone 1,UK,12,2012,17
iPhone 1,Germany,12,2012,14
iPhone 1,USA,01,2013,36
iPhone 1,China,01,2013,46
iPhone 1,India,01,2013,25
iPhone 1,UK,01,2013,18
iPhone 1,Germany,01,2013,14
iPhone 1,USA,02,2013,41
iPhone 1,China,02,2013,53
iPhone 1,India,02,2013,28
iPhone 1,UK,02,2013,20
iPhone 1,Germany,02,2013,16
iPhone 1,USA,03,2013,38
iPhone 1,China,03,2013,49
iPhone 1,India,03,2013,26
iPhone 1,UK,03,2013,19
iPhone 1,Germany,03,2013,15
iPhone 1,USA,04,2013,38
iPhone 1,China,04,2013,49
iPhone 1,India,04,2013,26
iPhone 1,UK,04,2013,19
iPhone 1,Germany,04,2013,15
iPhone 1,USA,05,2013,35
iPhone 1,China,05,2013,45
iPhone 1,India,05,2013,24
iPhone 1,UK,05,2013,17
iPhone 1,Germany,05,2013,14
iPhone 1,USA,06,2013,39
iPhone 1,China,06,2013,50
iPhone 1,India,06,2013,27
iPhone 1,UK,06,2013,19
iPhone 1,Germany,06,2013,15
iPhone 1,USA,07,2013,36
iPhone 1,China,07,2013,46
iPhone 1,India,07,2013,25
iPhone 1,UK,07,2013,18
iPhone 1,Germany,07,2013,14
iPhone 1,USA,08,2013,36
iPhone 1,China,08,2013,46
iPhone 1,India,08,2013,25
iPhone 1,UK,08,2013,18
iPhone 1,Germany,08,2013,14
iPhone 1,USA,09,2013,41
iPhone 1,China,09,2013,53
iPhone 1,India,09,2013,28
iPhone 1,UK,09,2013,20
iPhone 1,Germany,09,2013,16
iPhone 1,USA,10,2013,56
iPhone 1,China,10,2013,72
iPhone 1,India,10,2013,39
iPhone 1,UK,10,2013,28
iPhone 1,Germany,10,2013,22
iPhone 1,USA,11,2013,50
iPhone 1,China,11,2013,65
iPhone 1,India,11,2013,35
iPhone 1,UK,11,2013,25
iPhone 1,Germany,11,2013,20
iPhone 1,USA,12,2013,56
iPhone 1,China,12,2013,72
iPhone 1,India,12,2013,39
iPhone 1,UK,12,2013,28
iPhone 1,Germany,12,2013,22
iPhone 1,USA,01,2014,34
iPhone 1,China,01,2014,44
iPhone 1,India,01,2014,23
iPhone 1,UK,01,2014,17
iPhone 1,Germany,01,2014,13
iPhone 1,USA,02,2014,29
iPhone 1,China,02,2014,37
iPhone 1,India,02,2014,20
iPhone 1,UK,02,2014,14
iPhone 1,Germany,02,2014,11
iPhone 1,USA,03,2014,31
iPhone 1,China,03,2014,40
iPhone 1,India,03,2014,21
iPhone 1,UK,03,2014,15
iPhone 1,Germany,03,2014,12
iPhone 1,USA,04,2014,30
iPhone 1,China,04,2014,39
iPhone 1,India,04,2014,21
iPhone 1,UK,04,2014,15
iPhone 1,Germany,04,2014,12
iPhone 1,USA,05,2014,32
iPhone 1,China,05,2014,41
iPhone 1,India,05,2014,22
iPhone 1,UK,05,2014,16
iPhone 1,Germany,05,2014,12
iPhone 1,USA,06,2014,27
iPhone 1,China,06,2014,35
iPhone 1,India,06,2014,18
iPhone 1,UK,06,2014,13
iPhone 1,Germany,06,2014,10
iPhone 1,USA,07,2014,26
iPhone 1,China,07,2014,33
iPhone 1,India,07,2014,18
iPhone 1,UK,07,2014,13
iPhone 1,Germany,07,2014,10
iPhone 1,USA,08,2014,30
iPhone 1,China,08,2014,39
iPhone 1,India,08,2014,21
iPhone 1,UK,08,2014,15
iPhone 1,Germany,08,2014,12
iPhone 1,USA,09,2014,25
iPhone 1,China,09,2014,32
iPhone 1,India,09,2014,17
iPhone 1,UK,09,2014,12
iPhone 1,Germany,09,2014,10
iPhone 1,USA,10,2014,37
iPhone 1,China,10,2014,48
iPhone 1,India,10,2014,25
iPhone 1,UK,10,2014,18
iPhone 1,Germany,10,2014,14
iPhone 1,USA,11,2014,35
iPhone 1,China,11,2014,45
iPhone 1,India,11,2014,24
iPhone 1,UK,11,2014,17
iPhone 1,Germany,11,2014,14
iPhone 1,USA,12,2014,37
iPhone 1,China,12,2014,48
iPhone 1,India,12,2014,25
iPhone 1,UK,12,2014,18
iPhone 1,Germany,12,2014,14
iPhone 1,USA,01,2015,15
iPhone 1,China,01,2015,19
iPhone 1,India,01,2015,10
iPhone 1,UK,01,2015,7
iPhone 1,Germany,01,2015,6
iPhone 1,USA,02,2015,23
iPhone 1,China,02,2015,29
iPhone 1,India,02,2015,16
iPhone 1,UK,02,2015,11
iPhone 1,Germany,02,2015,9
iPhone 1,USA,03,2015,15
iPhone 1,China,03,2015,19
iPhone 1,India,03,2015,10
iPhone 1,UK,03,2015,7
iPhone 1,Germany,03,2015,6
iPhone 1,USA,04,2015,18
iPhone 1,China,04,2015,23
iPhone 1,India,04,2015,12
iPhone 1,UK,04,2015,9
iPhone 1,Germany,04,2015,7
iPhone 1,USA,05,2015,16
iPhone 1,China,05,2015,20
iPhone 1,India,05,2015,11
iPhone 1,UK,05,2015,8
iPhone 1,Germany,05,2015,6
iPhone 1,USA,06,2015,22
iPhone 1,China,06,2015,28
iPhone 1,India,06,2015,15
iPhone 1,UK,06,2015,11
iPhone 1,Germany,06,2015,8
iPhone 1,USA,07,2015,18
iPhone 1,China,07,2015,23
iPhone 1,India,07,2015,12
iPhone 1,UK,07,2015,9
iPhone 1,Germany,07,2015,7
iPhone 1,USA,08,2015,17
iPhone 1,China,08,2015,22
iPhone 1,India,08,2015,11
iPhone 1,UK,08,2015,8
iPhone 1,Germany,08,2015,6
iPhone 1,USA,09,2015,20
iPhone 1,China,09,2015,26
iPhone 1,India,09,2015,14
iPhone 1,UK,09,2015,10
iPhone 1,Germany,09,2015,8
iPhone 1,USA,10,2015,29
iPhone 1,China,10,2015,37
iPhone 1,India,10,2015,20
iPhone 1,UK,10,2015,14
iPhone 1,Germany,10,2015,11
iPhone 1,USA,11,2015,25
iPhone 1,China,11,2015,32
iPhone 1,India,11,2015,17
iPhone 1,UK,11,2015,12
iPhone 1,Germany,11,2015,10
iPhone 1,USA,12,2015,29
iPhone 1,China,12,2015,37
iPhone 1,India,12,2015,20
iPhone 1,UK,12,2015,14
iPhone 1,Germany,12,2015,11
iPhone 1,USA,01,2016,12
iPhone 1,China,01,2016,15
iPhone 1,India,01,2016,8
iPhone 1,UK,01,2016,6
iPhone 1,Germany,01,2016,4
iPhone 1,USA,02,2016,5
iPhone 1,China,02,2016,6
iPhone 1,India,02,2016,3
iPhone 1,UK,02,2016,2
iPhone 1,Germany,02,2016,2
iPhone 1,USA,03,2016,8
iPhone 1,China,03,2016,10
iPhone 1,India,03,2016,5
iPhone 1,UK,03,2016,4
iPhone 1,Germany,03,2016,3
iPhone 1,USA,04,2016,7
iPhone 1,China,04,2016,9
iPhone 1,India,04,2016,4
iPhone 1,UK,04,2016,3
iPhone 1,Germany,04,2016,2
iPhone 1,USA,05,2016,8
iPhone 1,China,05,2016,10
iPhone 1,India,05,2016,5
iPhone 1,UK,05,2016,4
iPhone 1,Germany,05,2016,3
iPhone 1,USA,06,2016,5
iPhone 1,China,06,2016,6
iPhone 1,India,06,2016,3
iPhone 1,UK,06,2016,2
iPhone 1,Germany,06,2016,2
iPhone 1,USA,07,2016,8
iPhone 1,China,07,2016,10
iPhone 1,India,07,2016,5
iPhone 1,UK,07,2016,4
iPhone 1,Germany,07,2016,3
iPhone 1,USA,08,2016,8
iPhone 1,China,08,2016,10
iPhone 1,India,08,2016,5
iPhone 1,UK,08,2016,4
iPhone 1,Germany,08,2016,3
iPhone 1,USA,09,2016,13
iPhone 1,China,09,2016,16
iPhone 1,India,09,2016,9
iPhone 1,UK,09,2016,6
iPhone 1,Germany,09,2016,5
iPhone 1,USA,10,2016,13
iPhone 1,China,10,2016,16
iPhone 1,India,10,2016,9
iPhone 1,UK,10,2016,6
iPhone 1,Germany,10,2016,5
iPhone 1,USA,11,2016,10
iPhone 1,China,11,2016,13
iPhone 1,India,11,2016,7
iPhone 1,UK,11,2016,5
iPhone 1,Germany,11,2016,4
iPhone 1,USA,12,2016,14
iPhone 1,China,12,2016,18
iPhone 1,India,12,2016,9
iPhone 1,UK,12,2016,7
iPhone 1,Germany,12,2016,5
iPhone 1,USA,01,2017,4
iPhone 1,China,01,2017,5
iPhone 1,India,01,2017,2
iPhone 1,UK,01,2017,2
iPhone 1,Germany,01,2017,1
iPhone 1,USA,03,2017,4
iPhone 1,China,03,2017,5
iPhone 1,India,03,2017,2
iPhone 1,UK,03,2017,2
iPhone 1,Germany,03,2017,1
iPhone 1,USA,04,2017,3
iPhone 1,China,04,2017,3
iPhone 1,India,04,2017,2
iPhone 1,UK,04,2017,1
iPhone 1,Germany,04,2017,1
iPhone 1,USA,08,2017,2
iPhone 1,China,08,2017,2
iPhone 1,India,08,2017,1
iPhone 1,UK,08,2017,1
iPhone 1,USA,10,2017,2
iPhone 1,China,10,2017,2
iPhone 1,India,10,2017,1
iPhone 1,UK,10,2017,1
iPhone 1,USA,11,2017,2
iPhone 1,China,11,2017,2
iPhone 1,India,11,2017,1
iPhone 1,UK,11,2017,1
iPhone 1,USA,01,2018,2
iPhone 1,China,01,2018,2
iPhone 1,India,01,2018,1
iPhone 1,UK,01,2018,1
iPhone 1,USA,04,2018,4
iPhone 1,China,04,2018,5
iPhone 1,India,04,2018,2
iPhone 1,UK,04,2018,2
iPhone 1,Germany,04,2018,1
iPhone 1,USA,06,2018,3
iPhone 1,China,06,2018,3
iPhone 1,India,06,2018,2
iPhone 1,UK,06,2018,1
iPhone 1,Germany,06,2018,1
iPhone 1,USA,11,2018,2
iPhone 1,China,11,2018,2
iPhone 1,India,11,2018,1
iPhone 1,UK,11,2018,1
iPhone 1,USA,12,2018,2
iPhone 1,China,12,2018,2
iPhone 1,India,12,2018,1
iPhone 1,UK,12,2018,1
iPhone 1,USA,01,2019,2
iPhone 1,China,01,2019,2
iPhone 1,India,01,2019,1
iPhone 1,UK,01,2019,1
iPhone 1,USA,06,2019,1
iPhone 1,China,06,2019,1
iPhone 1,USA,08,2019,3
iPhone 1,China,08,2019,3
iPhone 1,India,08,2019,2
iPhone 1,UK,08,2019,1
iPhone 1,Germany,08,2019,1
iPhone 1,USA,09,2019,3
iPhone 1,China,09,2019,3
iPhone 1,India,09,2019,2
iPhone 1,UK,09,2019,1
iPhone 1,Germany,09,2019,1
iPhone 1,USA,11,2019,3
iPhone 1,China,11,2019,3
iPhone 1,India,11,2019,2
iPhone 1,UK,11,2019,1
iPhone 1,Germany,11,2019,1
iPhone 1,USA,01,2020,1
iPhone 1,China,01,2020,1
iPhone 1,USA,02,2020,4
iPhone 1,China,02,2020,5
iPhone 1,India,02,2020,2
iPhone 1,UK,02,2020,2
iPhone 1,Germany,02,2020,1
iPhone 1,USA,04,2020,2
iPhone 1,China,04,2020,2
iPhone 1,India,04,2020,1
iPhone 1,UK,04,2020,1
iPhone 1,USA,12,2020,1
iPhone 1,China,12,2020,1
iPhone 1,USA,02,2021,1
iPhone 1,China,02,2021,1
iPhone 1,USA,03,2021,2
iPhone 1,China,03,2021,2
iPhone 1,India,03,2021,1
iPhone 1,UK,03,2021,1
iPhone 1,USA,04,2021,2
iPhone 1,China,04,2021,2
iPhone 1,India,04,2021,1
iPhone 1,UK,04,2021,1
iPhone 1,USA,05,2021,3
iPhone 1,China,05,2021,3
iPhone 1,India,05,2021,2
iPhone 1,UK,05,2021,1
iPhone 1,Germany,05,2021,1
iPhone 1,USA,06,2021,3
iPhone 1,China,06,2021,3
iPhone 1,India,06,2021,2
iPhone 1,UK,06,2021,1
iPhone 1,Germany,06,2021,1
iPhone 1,USA,10,2021,1
iPhone 1,China,10,2021,1
iPhone 1,USA,02,2022,4
iPhone 1,China,02,2022,5
iPhone 1,India,02,2022,2
iPhone 1,UK,02,2022,2
iPhone 1,Germany,02,2022,1
iPhone 1,USA,07,2022,1
iPhone 1,China,07,2022,1
iPhone 1,USA,08,2022,2
iPhone 1,China,08,2022,2
iPhone 1,India,08,2022,1
iPhone 1,UK,08,2022,1
iPhone 1,USA,09,2022,4
iPhone 1,China,09,2022,5
iPhone 1,India,09,2022,2
iPhone 1,UK,09,2022,2
iPhone 1,Germany,09,2022,1
iPhone 1,USA,12,2022,2
iPhone 1,China,12,2022,2
iPhone 1,India,12,2022,1
iPhone 1,UK,12,2022,1
iPhone 1,USA,01,2023,4
iPhone 1,China,01,2023,5
iPhone 1,India,01,2023,2
iPhone 1,UK,01,2023,2
iPhone 1,Germany,01,2023,1
iPhone 1,USA,08,2023,4
iPhone 1,China,08,2023,5
iPhone 1,India,08,2023,2
iPhone 1,UK,08,2023,2
iPhone 1,Germany,08,2023,1
iPhone 1,USA,09,2023,2
iPhone 1,China,09,2023,2
iPhone 1,India,09,2023,1
iPhone 1,UK,09,2023,1
iPhone 1,USA,11,2023,2
iPhone 1,China,11,2023,2
iPhone 1,India,11,2023,1
iPhone 1,UK,11,2023,1
iPhone 1,USA,12,2023,4
iPhone 1,China,12,2023,5
iPhone 1,India,12,2023,2
iPhone 1,UK,12,2023,2
iPhone 1,Germany,12,2023,1
iPhone 1,USA,03,2024,3
iPhone 1,China,03,2024,3
iPhone 1,India,03,2024,2
iPhone 1,UK,03,2024,1
iPhone 1,Germany,03,2024,1
iPhone 1,USA,04,2024,1
iPhone 1,China,04,2024,1
iPhone 1,USA,08,2024,1
iPhone 1,China,08,2024,1
iPhone 1,USA,09,2024,3
iPhone 1,China,09,2024,3
iPhone 1,India,09,2024,2
iPhone 1,UK,09,2024,1
iPhone 1,Germany,09,2024,1
iPhone 1,USA,10,2024,1
iPhone 1,China,10,2024,1
iPhone 1,USA,01,2025,4
iPhone 1,China,01,2025,5
iPhone 1,India,01,2025,2
iPhone 1,UK,01,2025,2
iPhone 1,Germany,01,2025,1
iPhone 1,USA,02,2025,4
iPhone 1,China,02,2025,5
iPhone 1,India,02,2025,2
iPhone 1,UK,02,2025,2
iPhone 1,Germany,02,2025,1
iPhone 1,USA,04,2025,4
iPhone 1,China,04,2025,5
iPhone 1,India,04,2025,2
iPhone 1,UK,04,2025,2
iPhone 1,Germany,04,2025,1
iPhone 2G,USA,01,2007,98
iPhone 2G,China,01,2007,127
iPhone 2G,India,01,2007,68
iPhone 2G,UK,01,2007,49
iPhone 2G,Germany,01,2007,39
iPhone 2G,USA,02,2007,96
iPhone 2G,China,02,2007,124
iPhone 2G,India,02,2007,67
iPhone 2G,UK,02,2007,48
iPhone 2G,Germany,02,2007,38
iPhone 2G,USA,03,2007,96
iPhone 2G,China,03,2007,124
iPhone 2G,India,03,2007,67
iPhone 2G,UK,03,2007,48
iPhone 2G,Germany,03,2007,38
iPhone 2G,USA,04,2007,100
iPhone 2G,China,04,2007,130
iPhone 2G,India,04,2007,70
iPhone 2G,UK,04,2007,50
iPhone 2G,Germany,04,2007,40
iPhone 2G,USA,05,2007,103
iPhone 2G,China,05,2007,133
iPhone 2G,India,05,2007,72
iPhone 2G,UK,05,2007,51
iPhone 2G,Germany,05,2007,41
iPhone 2G,USA,06,2007,95
iPhone 2G,China,06,2007,123
iPhone 2G,India,06,2007,66
iPhone 2G,UK,06,2007,47
iPhone 2G,Germany,06,2007,38
iPhone 2G,USA,07,2007,102
iPhone 2G,China,07,2007,132
iPhone 2G,India,07,2007,71
iPhone 2G,UK,07,2007,51
iPhone 2G,Germany,07,2007,40
iPhone 2G,USA,08,2007,99
iPhone 2G,China,08,2007,128
iPhone 2G,India,08,2007,69
iPhone 2G,UK,08,2007,49
iPhone 2G,Germany,08,2007,39
iPhone 2G,USA,09,2007,104
iPhone 2G,China,09,2007,135
iPhone 2G,India,09,2007,72
iPhone 2G,UK,09,2007,52
iPhone 2G,Germany,09,2007,41
iPhone 2G,USA,10,2007,125
iPhone 2G,China,10,2007,162
iPhone 2G,India,10,2007,87
iPhone 2G,UK,10,2007,62
